num,smiles,energy
493,C(C(C(=O)O)N=C(N)N)C(=O)O,11.36899
494,C(C(C1C(=C(C(=O)O1)O)O)O)O,16.07665
495,C(=O)C(C1C(C(C(=O)O1)O)O)O,11.83807
496,C(C(=O)O)(NC(=O)N)NC(=O)N,16.26736
497,CC(C)C(CC(=O)O)(C(=O)O)O,4.606316
498,CSCCC(C(=O)O)NC=O,7.971994
499,C1=CC2=C(C=C1O)C(=CN2)CCO,6.932485
501,C(C(C(=O)NCC(=O)O)N)S,10.87748
502,C(C1C(C(C(C(=O)O1)O)O)O)O,17.33558
503,C(C(C1C(C(C(=O)O1)O)O)O)O,12.13302
504,C1=CC=C(C=C1)CCCCC(=O)O,2.895824
505,C(C(C(=O)O)N)SCC(=O)O,7.307424
506,C(C1C(C(C(C(O1)O)N)O)O)O,18.45834
507,C(C1C(C(C(C(O1)O)N)O)O)O,19.57493
508,CC1C2=CC(=C(C=C2CCN1)O)O,5.046632
509,C1=CC(=CC=C1CC(=O)C(=O)O)O,6.003544
510,C1=CC(=CN=C1)C(=O)NCC(=O)O,13.49877
511,CS(=N)(=O)CCC(C(=O)O)N,10.47356
512,C(C1C(C(C(C(O1)O)O)O)O)O,18.24427
513,C(C(C(C(C(=O)CO)O)O)O)O,19.89649
514,C1C(C(C(C(O1)(CO)O)O)O)O,19.96314
515,CN1C=NC2=C1C(=O)N(C(=O)N2)C,16.41541
516,CN1C2=C(C(=O)N(C1=O)C)NC=N2,17.31648
517,CN1C(=O)C2=C(NC(=O)N2)NC1=O,19.2389
519,COC1=C(C=CC(=C1)CC(=O)O)O,11.18628
520,C1=CC(=C(C=C1CCC(=O)O)O)O,7.846596
521,COC1=C(C=CC(=C1)C(=O)OC)O,11.84262
522,C(C(C(C(C(CO)O)O)O)O)O,20.17445
523,C(C(C(C(C(CO)O)O)O)O)O,20.14074
524,C(C(C(C(C(CO)O)O)O)O)O,20.87911
525,COC1=C(C=CC(=C1)C(CN)O)O,12.21753
526,C[N+](C)(C)CCOP(=O)(O)O,17.52812
527,C(C(C(=O)O)OP(=O)(O)O)O,12.55038
528,C(C(C(=O)O)O)OP(=O)(O)O,7.777613
529,C1=CC=C2C(=C1)C=CC(=C2O)C(=O)O,7.758282
530,CC(=O)NC(CCC(=O)N)C(=O)O,13.39545
531,CC(=O)NC(CCCCN)C(=O)O,10.89489
532,C(CCN=C(N)N)CC(C(=O)O)N,7.91304
533,C(CCCCC(=O)O)CCCCO,-0.9971729
534,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,34.05271
535,CC(=O)NC(CCC(=O)O)C(=O)O,11.85759
536,COC(=O)CC1=CNC2=CC=CC=C21,5.916698
537,C(CCNC(=O)N)CC(C(=O)O)N,13.25866
538,C(CCC(=O)O)CC(CC(=O)O)O,5.304203
539,COC1=CC2=C(C=C1)NC=C2CCN,11.50639
540,CC(=O)NC(CCSC)C(=O)O,7.65213
541,CC1=CC=CC=C1C(=O)NCC(=O)O,8.623491
542,C(C(=O)C(C(C(C(=O)O)O)O)O)O,12.53471
543,C1=CC(=CC=C1C(=O)NCC(=O)O)N,13.60982
544,COC1C(C(C(C(O1)CO)O)O)O,22.07303
545,C1=CC=C(C=C1)C(=O)NC(C(=O)O)O,13.32604
546,C(C(C(C(C(C(=O)O)N)O)O)O)O,18.66825
547,CN1C2=C(C(=O)N(C1=O)C)NC(=O)N2,20.80724
548,CN1C2=C(NC1=O)NC(=O)N(C2=O)C,16.17975
549,C[Se]CCC(C(=O)O)N,6.378731
550,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,11.85367
551,CCCCCCCCCCCC(=O)O,-5.48371
552,CCCCCCCC(=O)NCC(=O)O,3.824936
553,CCOC(=O)C(C)C(=O)C(=O)OCC,10.50242
554,C(CCNCCCN)CNCCCN,11.02443
555,C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O,7.450696
556,CCOC(=O)CC1=CNC2=CC=CC=C21,9.808483
557,C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O,6.39604
558,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)N)N,9.657963
559,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,24.63589
560,CC(=CCNC1=NC=NC2=C1NC=N2)C,8.476162
561,COC1=CC=CC=C1OS(=O)(=O)O,11.82452
562,C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O,11.52289
563,C1CSSC1CCCCC(=O)N,2.611412
564,COC1=CC2=C(C=C1)NC=C2CC(=O)O,12.82245
565,C1CSSC1CCCCC(=O)O,3.328671
566,C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N,12.60656
567,C1=CC(=CC=C1CC(=O)NCC(=O)O)O,8.938551
568,C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O,13.60612
569,C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O,13.41579
570,C1=CC(=CC=C1CC(C(=O)O)N)[N+](=O)[O-],10.56091
571,CN1C2=C(NC1=O)N(C(=O)N(C2=O)C)C,13.80752
572,CC(C)CC1C(=O)N2CCCC2C(=O)N1,7.387311
573,CN(CC(=O)O)C(=NP(=O)(O)O)N,10.85027
574,COC1=C(C=CC(=C1)CC(C(=O)O)N)O,12.00589
575,CC(C(C1=C(C=CC(=C1)OC)OC)O)N,19.07292
576,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,9.7329
577,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O,8.783891
578,CC1C(NC(=O)N1)CCCCCC(=O)O,8.117165
579,C1=CC(=C(C=C1CC(C(=O)O)N)Cl)O,5.523419
580,C(CCCCC(=O)O)CCCCC(=O)O,0.6386944
581,C(CCCCCC(=O)O)CCCCCO,-3.683891
582,CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,26.19123
583,C1=CC(=CC(=C1)OS(=O)(=O)O)C(=O)O,10.53888
584,C1=CC(=CC=C1C(=O)O)OS(=O)(=O)O,10.04863
585,C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)O,10.03451
586,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,9.595019
587,C(CCCC(=O)O)CCC(CC(=O)O)O,2.280525
588,C(COC(=O)CCC(=O)O)C(C(=O)O)N,14.0363
589,CC(C)(CO)C(C(=O)NCCC(=O)O)O,13.71823
590,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,-4.236005
591,CC(=O)NC1C(C(C(OC1O)CO)O)O,20.69618
592,CC(=O)NC1C(C(C(OC1O)CO)O)O,18.5804
593,C(CSCC(C(=O)O)N)C(C(=O)O)N,10.33698
594,CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O,8.565404
595,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N,15.11289
596,C1=C(C(=C(N1)CN)CC(=O)O)CCC(=O)O,12.54803
597,C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN,17.31249
598,CCCCC=CCCCCCCCC(=O)O,-6.29975
599,C(C1C(C(C(O1)O)O)O)OP(=O)(O)O,11.23085
600,C(CCCC(=O)O)CCC(=O)NCC(=O)O,7.343565
601,CCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,24.08658
602,COC1=C(C=CC(=C1)C=O)OS(=O)(=O)O,17.92959
603,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,14.46871
604,CCOC(=O)C(CC1=CNC2=CC=CC=C21)N,10.61846
605,COC1=CC(=CC(=C1OC)OC)C=CC(=O)O,18.58928
606,C(C(C(=O)O)N)SSCC(C(=O)O)N,5.526574
607,C1=C(C(=O)NC(=O)N1)C2C(C(C(O2)CO)O)O,26.3183
608,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,23.87
609,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2,6.439836
610,C(CCCCCC(=O)O)CCCCCC(=O)O,-3.464626
611,CC(=O)NCCCNCCCCNCCCN,13.53835
612,CC(C)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,21.90931
613,C1=CC(=CC(=C1)OS(=O)(=O)O)CCC(=O)O,9.333545
614,CC(C(=O)O)NC(=O)CC1=CNC2=CC=CC=C21,12.91318
615,CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O,12.44433
616,CC(C)C(C(=O)O)NC(=O)CCC(C(=O)O)N,9.961316
617,CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,22.30176
618,CCCCCCC=CCCCCCCCC(=O)O,-6.836096
619,C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O,24.20272
620,CN1C(=O)C=CN(C1=O)C2C(C(C(O2)CO)O)O,24.74829
621,CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,23.54185
622,C(C1C(C(C(C(O1)O)N)O)O)OS(=O)(=O)O,18.19482
623,C(C1C(C(C(C(O1)O)N)O)O)OP(=O)(O)O,17.5442
624,C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O,21.76391
625,C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O,19.98416
626,C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O,18.54648
627,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O,14.35734
628,CC(C)CC(C(=O)O)NC(=O)CCC(C(=O)O)N,8.303842
629,C(CCN)CC(C(=O)O)NC(=O)C(CC(=O)O)N,12.48364
630,COC1=C(C=CC(=C1)CC(=O)O)OS(=O)(=O)O,15.17265
631,C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O,18.99223
632,CC1=C(C=C2CCC(OC2=C1C)(C)CCC(=O)O)O,3.643218
633,CC(C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N)O,18.86259
634,C(CSSCCC(C(=O)O)N)C(C(=O)O)N,8.725636
635,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,2.136679
636,CCCCCCCCCCCCCCCCC(=O)O,-12.60256
637,CCCCCCCC(CC(=O)NC1CCOC1=O)O,2.007357
638,C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O,19.66624
639,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,0.1912174
640,C1=CC(=CC=C1CC(C(=O)O)N)OC2=CC=C(C=C2)O,12.85446
641,C(CC(=O)NC(CCC(=O)N)C(=O)O)C(C(=O)O)N,17.93839
642,C(C(C(C(C(C(=O)O)O)O)O)O)OP(=O)(O)O,18.38134
643,C1=CC(=CC=C1C=CC(=O)NCCCCN=C(N)N)O,9.781198
644,CCC=CCC=CCC=CCCCCCCCC(=O)O,-7.015158
645,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)N,13.13765
646,CN1C=NC2=C(C1=N)N=CN2C3C(C(C(O3)CO)O)O,27.45843
647,CCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,1.624853
648,CCCCCCCCCCCC=CCCCCC(=O)O,-12.58105
649,CCCCCCCCC=CCCCCCCCC(=O)O,-10.84433
650,C1C(C(OC1N2C3=C(C(=O)NC(=N3)N)NC2=O)CO)O,25.33646
651,CCCCCCCCCCCCCCCCCC(=O)O,-12.77371
652,C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O,23.78485
653,CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,18.59996
654,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O,4.12858
657,CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O,-0.5641078
659,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CCC(C(=O)O)N,14.40652
660,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,17.26362
661,CN1C(=O)C2=C(N=C1N)N(C=N2)C3C(C(C(O3)CO)O)O,29.74306
664,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,-6.645356
665,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,-6.134873
666,CCCCCCCCCCCCCC(=O)OCC(CO)O,-6.605541
667,C1CN(C1C(=O)O)CCC(C(=O)O)NCCC(C(=O)O)N,16.61167
668,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,-9.197177
669,C1=CN(C(=O)N=C1N)C2C3C(C(O2)CO)OP(=O)(O3)O,18.62619
670,CCCCCC=CCC=CCC=CCCCCCCC(=O)O,-9.594721
671,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O,22.35474
672,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,18.82046
673,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)O)O,21.69808
674,C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O,19.49864
675,C1=CC(=CC=C1CC(C(=O)O)NC(=O)CCC(C(=O)O)N)O,11.57317
676,C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)O)N,13.1176
677,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,16.17325
678,C(CCCCCCCCC(=O)O)CCCCCCCC(=O)O,-3.930285
680,CCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,15.93049
681,CCCCCC=CCC(=O)C=CC=CCC=CCCCC(=O)O,-6.945426
682,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)O,18.60884
683,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)OP(=O)(O)O)O,24.01963
686,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O,25.84748
687,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)O,-11.26856
688,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)[O-])O)O)C(=O)N,34.66609
689,CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O,-2.720012
691,C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O,15.53121
693,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,36.36562
694,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,34.67384
695,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,37.90573
696,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,36.43424
697,C(C1C(C(C(C(O1)OCC2C(C(C(O2)(CO)O)O)O)O)O)O)O,35.20884
698,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,34.68808
699,C(C1C(C(C(C(O1)OC(C(C(CO)O)O)C(=O)CO)O)O)O)O,29.6718
700,CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,12.90404
701,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,31.34042
703,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O,20.29635
704,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O,26.26189
705,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O,28.37507
706,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,18.77946
707,CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)O,-7.617565
708,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,15.39471
709,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,9.064136
710,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=O)NC2=O,25.58951
711,CC(=O)OCC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,1.373582
712,CC(CCC(=O)O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,-7.026883
713,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,27.37661
714,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N,25.16616
715,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,-10.6718
716,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O)O,26.58903
717,CC(CCC1C(=CC(=O)CC1(C)C)CO)OC2C(C(C(C(O2)CO)O)O)O,21.70666
718,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,-6.323058
719,CCCCCCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N,13.16383
721,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CCl)O)O)CCl)O)O)Cl)O,22.98878
722,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,5.840337
723,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O,25.37885
724,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O,25.66911
726,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(=O)CC4C3(CCC(C4)O)C)O)C,-0.005028692
727,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C,-0.3616766
728,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,0.5350415
729,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)O)O,26.88635
730,CC(C(C(=O)O)NC(=O)NC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O)O,36.72438
731,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O)O)O)O)O,33.12844
732,C(CC(=O)NC(CSSCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N,19.84365
733,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)OP(=O)(O)O)O,29.57792
734,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)OP(=O)(O)O)O)N,27.39285
735,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N,29.91985
736,CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,3.568855
737,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O,30.34955
738,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,-11.42968
740,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N,32.39445
741,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,6.460845
742,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,32.82928
745,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,26.51809
746,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,27.79626
747,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O,40.59528
748,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)OS(=O)(=O)O)O)C,-0.1273993
749,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,32.753
750,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,5.389641
751,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O,45.32485
752,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,46.17614
753,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,34.98424
754,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,33.7933
755,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,32.94638
756,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C,1.659555
757,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N,34.20417
758,C1=CC(=CC=C1O)OC2=C(C=C(C=C2I)CC(C(=O)O)N)I,6.949052
759,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N,39.89625
761,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O,40.25291
762,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O,39.17307
764,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N,42.24256
765,CCC1=C(C(=O)NC1CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4C(=C(C(=O)N4)CC)C)C)CCC(=O)O)CCC(=O)O)C)C,13.83303
766,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N=C(NC2=O)N,44.04783
767,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)NC(=NC2=O)N,41.28081
768,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,41.12316
769,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,41.57028
770,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO,44.49637
771,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,20.50605
772,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,41.04454
773,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CNC5=O)O)O)O)O)C(=O)N,44.42936
774,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,36.43769
775,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O,51.34282
776,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,40.62065
778,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,1.37546
779,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,38.48348
781,CC=CC=O,2.056724
782,C(C=O)C=O,6.667209
783,C1=C(NC=N1)N,8.974297
784,CCCCC=O,-0.0153307
785,CCCCCC=O,-1.71563
786,CC(C)(C)C(=O)O,-1.580613
787,CCC(C)C(=O)O,-1.014064
788,CCOCCCO,3.243538
789,C1=C(NC=N1)CC=O,8.787689
790,C1C=CC(N1)C(=O)O,6.226976
791,CCCC(=O)C(=O)C,1.905387
792,CCCCCCC=O,-2.641328
793,CC(C)C(=O)C(=O)[O-],15.97423
794,CCCC(C)C(=O)[O-],10.92296
795,CC(=O)C(C(=O)O)N,9.9934
796,COCC(C(=O)O)N,9.318253
797,C(C(CO)O)C(=O)O,6.589845
798,CCC1=CC=C(C=C1)O,2.578391
799,CC1=CC=C(O1)C(=O)[O-],14.24481
800,CCCCCC=CC=O,-2.542033
801,C1CCN=C(C1)C(=O)O,5.839803
802,C1CC(=O)NC(=O)C1N,9.260665
803,CCCCC(=O)C(=O)C,-0.9344561
804,CCCCC(C)C(=O)O,-2.278223
805,C(C(=N)C(=O)O)C(=O)O,7.002078
806,CC(=O)CC(C(=O)[O-])O,15.57382
807,CC(C)(C(C(=O)[O-])O)O,17.4922
808,CSCC(C(=O)O)N,4.697912
809,CCC1=CC(=C(C=C1)O)O,5.444627
810,CN1C=NC=C1CC(=O)O,8.669683
811,CCCC(=CC=C)C(=O)O,0.5105231
812,CCCC(CC=C)C(=O)O,-0.2410013
813,C1CC(=O)N(C1)CCCN,9.054106
814,CC1(C(=O)CCS1)OC,8.75854
815,C1=NC2=C(C(=O)N1)NC(=O)N2,13.72898
816,C1=CC(=C(C=C1CC=O)O)O,9.983011
817,CCC(=O)OCC1=CC=CO1,8.048922
818,C1=CC=C2C(=C1)C=CC=C2C=O,8.157554
819,CCCCCC(C=CC=O)O,-0.9041453
820,C(=CC(=O)O)C=C(C(=O)O)N,3.551794
821,CCCCCC(=O)CC(=O)O,2.437953
822,C1CC(CCC1CC(=O)O)O,4.5895
823,CCCCCC(CC(=O)O)O,1.805341
824,CCCC(C(CC)O)C(=O)O,-0.2389576
825,C1=CC=C2C(=C1)C(=CC(=O)N2)O,8.226181
826,C1=CC2=C(C=C1O)C(=O)C=CN2,9.935796
827,CC1(C2=CC=CC=C2NC1=O)O,8.573248
828,CC(=C)C1CCC(=CC1)C(=O)[O-],9.615376
829,C(C(C(C(C(=O)O)O)O)O)O,13.02441
830,C(C(C(C(C(=O)O)O)O)O)O,12.99142
831,C1=CC=C(C=C1)C(CC(=O)O)O,10.93888
832,C(CS(=O)O)C(C(=O)O)N,8.393599
833,CCCC(=O)NC1CCOC1=O,3.652964
834,C(CC(=O)O)C=CCCC(=O)O,5.333478
835,C1CC(NC1CC(=O)O)C(=O)O,7.986472
836,C(CCN)CC(C(=O)N)NC=O,11.97427
837,C(CC(C(=O)O)O)CN=C(N)N,9.010252
838,CC1C(C(C(C(O1)O)OC)O)O,15.82875
839,CC(C)CC(C(=O)NCC(=O)O)N,8.171374
840,CCCCCCCCC(C(=O)O)O,-3.363739
841,C1C(C(C(=O)CC1(C(=O)[O-])O)O)O,23.42986
842,C1=CC=C(C(=C1)O)OS(=O)(=O)O,6.881146
843,C(C(C(=O)C(=O)O)C(=O)O)C(=O)O,10.72873
844,C1=CC=C2C(=C1)C(=CN2)CC(CO)N,7.847223
845,C1(C(C(OC(C1O)O)C(=O)[O-])O)O,28.81399
