smiles,substructure,average_contribution
C[N+](C)(C)CCCC(=O)[O-],CC#N,0.0
C[N+](C)(C)CCCC(=O)[O-],CCl,0.0
C[N+](C)(C)CCCC(=O)[O-],CCBr,0.0
C[N+](C)(C)CCCC(=O)[O-],c1ccccc1S(=O)(=O)O,0.0
C[N+](C)(C)CCCC(=O)[O-],c1ccccc1[N+](=O)[O-],0.0
C[N+](C)(C)CCCC(=O)[O-],c1ccccc1,0.0
C[N+](C)(C)CCCC(=O)[O-],Cc1ccccc1,0.0
C[N+](C)(C)CCCC(=O)[O-],C=CC1=CC=CC=C1,0.0
C[N+](C)(C)CCCC(=O)[O-],Nc1ccccc1,0.0
C[N+](C)(C)CCCC(=O)[O-],c1ccc2ccccc2c1,0.0
C[N+](C)(C)CCCC(=O)[O-],Oc1ccc2ccccc2c1,0.0
C[N+](C)(C)CCCC(=O)[O-],Nc1ccc2cccc(c2)c1,0.0
C[N+](C)(C)CCCC(=O)[O-],n1ccccc1,0.0
C[N+](C)(C)CCCC(=O)[O-],o1cccc1,0.0
C[N+](C)(C)CCCC(=O)[O-],s1cccc1,0.0
C[N+](C)(C)CCCC(=O)[O-],n1cccc1,0.0
C(CCNCCCN)CN,C,0.5678752660751343
C(CCNCCCN)CN,CC,0.5311064720153809
C(CCNCCCN)CN,C=C,0.0
C(CCNCCCN)CN,C#C,0.0
C(CCNCCCN)CN,CO,0.0
C(CCNCCCN)CN,CCO,0.0
C(CCNCCCN)CN,c1ccccc1O,0.0
C(CCNCCCN)CN,COC,0.0
C(CCNCCCN)CN,C=O,0.0
C(CCNCCCN)CN,CC=O,0.0
C(CCNCCCN)CN,CC(=O)C,0.0
C(CCNCCCN)CN,C(=O)O,0.0
C(CCNCCCN)CN,CC(=O)O,0.0
C(CCNCCCN)CN,COC(=O)C,0.0
C(CCNCCCN)CN,CN,0.6734148263931274
C(CCNCCCN)CN,CCN,0.6157599687576294
C(CCNCCCN)CN,CC(=O)N,0.0
C(CCNCCCN)CN,CC#N,0.0
C(CCNCCCN)CN,CCl,0.0
C(CCNCCCN)CN,CCBr,0.0
C(CCNCCCN)CN,c1ccccc1S(=O)(=O)O,0.0
C(CCNCCCN)CN,c1ccccc1[N+](=O)[O-],0.0
C(CCNCCCN)CN,c1ccccc1,0.0
C(CCNCCCN)CN,Cc1ccccc1,0.0
C(CCNCCCN)CN,C=CC1=CC=CC=C1,0.0
C(CCNCCCN)CN,Nc1ccccc1,0.0
C(CCNCCCN)CN,c1ccc2ccccc2c1,0.0
C(CCNCCCN)CN,Oc1ccc2ccccc2c1,0.0
C(CCNCCCN)CN,Nc1ccc2cccc(c2)c1,0.0
C(CCNCCCN)CN,n1ccccc1,0.0
C(CCNCCCN)CN,o1cccc1,0.0
C(CCNCCCN)CN,s1cccc1,0.0
C(CCNCCCN)CN,n1cccc1,0.0
C1=CC=C(C=C1)C#CC(=O)O,C,0.12078961730003357
C1=CC=C(C=C1)C#CC(=O)O,CC,0.2532656788825989
C1=CC=C(C=C1)C#CC(=O)O,C=C,0.0
C1=CC=C(C=C1)C#CC(=O)O,C#C,0.25120383501052856
C1=CC=C(C=C1)C#CC(=O)O,CO,0.5622526407241821
C1=CC=C(C=C1)C#CC(=O)O,CCO,0.4874304533004761
C1=CC=C(C=C1)C#CC(=O)O,c1ccccc1O,0.0
C1=CC=C(C=C1)C#CC(=O)O,COC,0.0
C1=CC=C(C=C1)C#CC(=O)O,C=O,0.5527899265289307
C1=CC=C(C=C1)C#CC(=O)O,CC=O,0.4811219871044159
C1=CC=C(C=C1)C#CC(=O)O,CC(=O)C,0.0
C1=CC=C(C=C1)C#CC(=O)O,C(=O)O,0.5741661190986633
C1=CC=C(C=C1)C#CC(=O)O,CC(=O)O,0.5150710940361023
C1=CC=C(C=C1)C#CC(=O)O,COC(=O)C,0.0
C1=CC=C(C=C1)C#CC(=O)O,CN,0.0
C1=CC=C(C=C1)C#CC(=O)O,CCN,0.0
C1=CC=C(C=C1)C#CC(=O)O,CC(=O)N,0.0
C1=CC=C(C=C1)C#CC(=O)O,CC#N,0.0
C1=CC=C(C=C1)C#CC(=O)O,CCl,0.0
C1=CC=C(C=C1)C#CC(=O)O,CCBr,0.0
C1=CC=C(C=C1)C#CC(=O)O,c1ccccc1S(=O)(=O)O,0.0
C1=CC=C(C=C1)C#CC(=O)O,c1ccccc1[N+](=O)[O-],0.0
C1=CC=C(C=C1)C#CC(=O)O,c1ccccc1,0.012852008454501629
C1=CC=C(C=C1)C#CC(=O)O,Cc1ccccc1,0.03453339263796806
C1=CC=C(C=C1)C#CC(=O)O,C=CC1=CC=CC=C1,0.0
C1=CC=C(C=C1)C#CC(=O)O,Nc1ccccc1,0.0
C1=CC=C(C=C1)C#CC(=O)O,c1ccc2ccccc2c1,0.0
C1=CC=C(C=C1)C#CC(=O)O,Oc1ccc2ccccc2c1,0.0
C1=CC=C(C=C1)C#CC(=O)O,Nc1ccc2cccc(c2)c1,0.0
C1=CC=C(C=C1)C#CC(=O)O,n1ccccc1,0.0
C1=CC=C(C=C1)C#CC(=O)O,o1cccc1,0.0
C1=CC=C(C=C1)C#CC(=O)O,s1cccc1,0.0
C1=CC=C(C=C1)C#CC(=O)O,n1cccc1,0.0
CC(CCC(=O)O)C(=O)O,C,0.3185332715511322
CC(CCC(=O)O)C(=O)O,CC,0.2627689242362976
CC(CCC(=O)O)C(=O)O,C=C,0.0
CC(CCC(=O)O)C(=O)O,C#C,0.0
CC(CCC(=O)O)C(=O)O,CO,0.6427781581878662
CC(CCC(=O)O)C(=O)O,CCO,0.5019891262054443
CC(CCC(=O)O)C(=O)O,c1ccccc1O,0.0
CC(CCC(=O)O)C(=O)O,COC,0.0
CC(CCC(=O)O)C(=O)O,C=O,0.6379085183143616
CC(CCC(=O)O)C(=O)O,CC=O,0.4987427592277527
CC(CCC(=O)O)C(=O)O,CC(=O)C,0.0
CC(CCC(=O)O)C(=O)O,C(=O)O,0.6484893560409546
CC(CCC(=O)O)C(=O)O,CC(=O)O,0.5414698123931885
CC(CCC(=O)O)C(=O)O,COC(=O)C,0.0
CC(CCC(=O)O)C(=O)O,CN,0.0
CC(CCC(=O)O)C(=O)O,CCN,0.0
CC(CCC(=O)O)C(=O)O,CC(=O)N,0.0
CC(CCC(=O)O)C(=O)O,CC#N,0.0
CC(CCC(=O)O)C(=O)O,CCl,0.0
CC(CCC(=O)O)C(=O)O,CCBr,0.0
CC(CCC(=O)O)C(=O)O,c1ccccc1S(=O)(=O)O,0.0
CC(CCC(=O)O)C(=O)O,c1ccccc1[N+](=O)[O-],0.0
CC(CCC(=O)O)C(=O)O,c1ccccc1,0.0
CC(CCC(=O)O)C(=O)O,Cc1ccccc1,0.0
CC(CCC(=O)O)C(=O)O,C=CC1=CC=CC=C1,0.0
CC(CCC(=O)O)C(=O)O,Nc1ccccc1,0.0
CC(CCC(=O)O)C(=O)O,c1ccc2ccccc2c1,0.0
CC(CCC(=O)O)C(=O)O,Oc1ccc2ccccc2c1,0.0
CC(CCC(=O)O)C(=O)O,Nc1ccc2cccc(c2)c1,0.0
CC(CCC(=O)O)C(=O)O,n1ccccc1,0.0
CC(CCC(=O)O)C(=O)O,o1cccc1,0.0
CC(CCC(=O)O)C(=O)O,s1cccc1,0.0
CC(CCC(=O)O)C(=O)O,n1cccc1,0.0
CC(CC(=O)O)CC(=O)O,C,0.37139153480529785
CC(CC(=O)O)CC(=O)O,CC,0.3459610044956207
CC(CC(=O)O)CC(=O)O,C=C,0.0
CC(CC(=O)O)CC(=O)O,C#C,0.0
CC(CC(=O)O)CC(=O)O,CO,0.5670767426490784
CC(CC(=O)O)CC(=O)O,CCO,0.5272360444068909
CC(CC(=O)O)CC(=O)O,c1ccccc1O,0.0
CC(CC(=O)O)CC(=O)O,COC,0.0
CC(CC(=O)O)CC(=O)O,C=O,0.5690730810165405
CC(CC(=O)O)CC(=O)O,CC=O,0.5285669565200806
CC(CC(=O)O)CC(=O)O,CC(=O)C,0.0
CC(CC(=O)O)CC(=O)O,C(=O)O,0.5753558874130249
CC(CC(=O)O)CC(=O)O,CC(=O)O,0.5434055924415588
CC(CC(=O)O)CC(=O)O,COC(=O)C,0.0
CC(CC(=O)O)CC(=O)O,CN,0.0
CC(CC(=O)O)CC(=O)O,CCN,0.0
CC(CC(=O)O)CC(=O)O,CC(=O)N,0.0
CC(CC(=O)O)CC(=O)O,CC#N,0.0
CC(CC(=O)O)CC(=O)O,CCl,0.0
CC(CC(=O)O)CC(=O)O,CCBr,0.0
CC(CC(=O)O)CC(=O)O,c1ccccc1S(=O)(=O)O,0.0
CC(CC(=O)O)CC(=O)O,c1ccccc1[N+](=O)[O-],0.0
CC(CC(=O)O)CC(=O)O,c1ccccc1,0.0
CC(CC(=O)O)CC(=O)O,Cc1ccccc1,0.0
CC(CC(=O)O)CC(=O)O,C=CC1=CC=CC=C1,0.0
CC(CC(=O)O)CC(=O)O,Nc1ccccc1,0.0
CC(CC(=O)O)CC(=O)O,c1ccc2ccccc2c1,0.0
CC(CC(=O)O)CC(=O)O,Oc1ccc2ccccc2c1,0.0
CC(CC(=O)O)CC(=O)O,Nc1ccc2cccc(c2)c1,0.0
CC(CC(=O)O)CC(=O)O,n1ccccc1,0.0
CC(CC(=O)O)CC(=O)O,o1cccc1,0.0
CC(CC(=O)O)CC(=O)O,s1cccc1,0.0
CC(CC(=O)O)CC(=O)O,n1cccc1,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],C,0.6922731399536133
CC(C(=O)NCC(=O)[O-])[NH3+],CC,0.6797364354133606
CC(C(=O)NCC(=O)[O-])[NH3+],C=C,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],C#C,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],CO,0.745126485824585
CC(C(=O)NCC(=O)[O-])[NH3+],CCO,0.7668129801750183
CC(C(=O)NCC(=O)[O-])[NH3+],c1ccccc1O,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],COC,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],C=O,0.7565174102783203
CC(C(=O)NCC(=O)[O-])[NH3+],CC=O,0.7422181367874146
CC(C(=O)NCC(=O)[O-])[NH3+],CC(=O)C,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],C(=O)O,0.7452993392944336
CC(C(=O)NCC(=O)[O-])[NH3+],CC(=O)O,0.7615209817886353
CC(C(=O)NCC(=O)[O-])[NH3+],COC(=O)C,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],CN,0.7304489016532898
CC(C(=O)NCC(=O)[O-])[NH3+],CCN,0.6929880380630493
CC(C(=O)NCC(=O)[O-])[NH3+],CC(=O)N,0.7209643721580505
CC(C(=O)NCC(=O)[O-])[NH3+],CC#N,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],CCl,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],CCBr,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],c1ccccc1S(=O)(=O)O,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],c1ccccc1[N+](=O)[O-],0.0
CC(C(=O)NCC(=O)[O-])[NH3+],c1ccccc1,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],Cc1ccccc1,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],C=CC1=CC=CC=C1,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],Nc1ccccc1,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],c1ccc2ccccc2c1,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],Oc1ccc2ccccc2c1,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],Nc1ccc2cccc(c2)c1,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],n1ccccc1,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],o1cccc1,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],s1cccc1,0.0
CC(C(=O)NCC(=O)[O-])[NH3+],n1cccc1,0.0
CC1=CC2=C(C=C1C)N=CN2,C,0.30169957876205444
CC1=CC2=C(C=C1C)N=CN2,CC,0.18776856362819672
CC1=CC2=C(C=C1C)N=CN2,C=C,0.0
CC1=CC2=C(C=C1C)N=CN2,C#C,0.0
CC1=CC2=C(C=C1C)N=CN2,CO,0.0
CC1=CC2=C(C=C1C)N=CN2,CCO,0.0
CC1=CC2=C(C=C1C)N=CN2,c1ccccc1O,0.0
CC1=CC2=C(C=C1C)N=CN2,COC,0.0
CC1=CC2=C(C=C1C)N=CN2,C=O,0.0
CC1=CC2=C(C=C1C)N=CN2,CC=O,0.0
CC1=CC2=C(C=C1C)N=CN2,CC(=O)C,0.0
CC1=CC2=C(C=C1C)N=CN2,C(=O)O,0.0
CC1=CC2=C(C=C1C)N=CN2,CC(=O)O,0.0
CC1=CC2=C(C=C1C)N=CN2,COC(=O)C,0.0
CC1=CC2=C(C=C1C)N=CN2,CN,0.0
CC1=CC2=C(C=C1C)N=CN2,CCN,0.0
CC1=CC2=C(C=C1C)N=CN2,CC(=O)N,0.0
CC1=CC2=C(C=C1C)N=CN2,CC#N,0.0
CC1=CC2=C(C=C1C)N=CN2,CCl,0.0
CC1=CC2=C(C=C1C)N=CN2,CCBr,0.0
CC1=CC2=C(C=C1C)N=CN2,c1ccccc1S(=O)(=O)O,0.0
CC1=CC2=C(C=C1C)N=CN2,c1ccccc1[N+](=O)[O-],0.0
CC1=CC2=C(C=C1C)N=CN2,c1ccccc1,0.2681524157524109
CC1=CC2=C(C=C1C)N=CN2,Cc1ccccc1,0.25768548250198364
CC1=CC2=C(C=C1C)N=CN2,C=CC1=CC=CC=C1,0.0
CC1=CC2=C(C=C1C)N=CN2,Nc1ccccc1,0.0
CC1=CC2=C(C=C1C)N=CN2,c1ccc2ccccc2c1,0.0
CC1=CC2=C(C=C1C)N=CN2,Oc1ccc2ccccc2c1,0.0
CC1=CC2=C(C=C1C)N=CN2,Nc1ccc2cccc(c2)c1,0.0
CC1=CC2=C(C=C1C)N=CN2,n1ccccc1,0.0
CC1=CC2=C(C=C1C)N=CN2,o1cccc1,0.0
CC1=CC2=C(C=C1C)N=CN2,s1cccc1,0.0
CC1=CC2=C(C=C1C)N=CN2,n1cccc1,0.0
CC(=O)OCC[N+](C)(C)C,C,0.8479840159416199
CC(=O)OCC[N+](C)(C)C,CC,0.7339720726013184
CC(=O)OCC[N+](C)(C)C,C=C,0.0
CC(=O)OCC[N+](C)(C)C,C#C,0.0
CC(=O)OCC[N+](C)(C)C,CO,0.7493438720703125
CC(=O)OCC[N+](C)(C)C,CCO,0.7444831132888794
CC(=O)OCC[N+](C)(C)C,c1ccccc1O,0.0
CC(=O)OCC[N+](C)(C)C,COC,0.7439568042755127
CC(=O)OCC[N+](C)(C)C,C=O,0.6773537993431091
CC(=O)OCC[N+](C)(C)C,CC=O,0.6452473998069763
CC(=O)OCC[N+](C)(C)C,CC(=O)C,0.0
CC(=O)OCC[N+](C)(C)C,C(=O)O,0.7067375183105469
CC(=O)OCC[N+](C)(C)C,CC(=O)O,0.675311803817749
CC(=O)OCC[N+](C)(C)C,COC(=O)C,0.7047602534294128
CC(=O)OCC[N+](C)(C)C,CN,0.9766031503677368
CC(=O)OCC[N+](C)(C)C,CCN,0.8973755240440369
CC(=O)OCC[N+](C)(C)C,CC(=O)N,0.0
CC(=O)OCC[N+](C)(C)C,CC#N,0.0
CC(=O)OCC[N+](C)(C)C,CCl,0.0
CC(=O)OCC[N+](C)(C)C,CCBr,0.0
CC(=O)OCC[N+](C)(C)C,c1ccccc1S(=O)(=O)O,0.0
CC(=O)OCC[N+](C)(C)C,c1ccccc1[N+](=O)[O-],0.0
CC(=O)OCC[N+](C)(C)C,c1ccccc1,0.0
CC(=O)OCC[N+](C)(C)C,Cc1ccccc1,0.0
CC(=O)OCC[N+](C)(C)C,C=CC1=CC=CC=C1,0.0
CC(=O)OCC[N+](C)(C)C,Nc1ccccc1,0.0
CC(=O)OCC[N+](C)(C)C,c1ccc2ccccc2c1,0.0
CC(=O)OCC[N+](C)(C)C,Oc1ccc2ccccc2c1,0.0
CC(=O)OCC[N+](C)(C)C,Nc1ccc2cccc(c2)c1,0.0
CC(=O)OCC[N+](C)(C)C,n1ccccc1,0.0
CC(=O)OCC[N+](C)(C)C,o1cccc1,0.0
CC(=O)OCC[N+](C)(C)C,s1cccc1,0.0
CC(=O)OCC[N+](C)(C)C,n1cccc1,0.0
CC(=O)NC(CO)C(=O)O,C,0.7209640741348267
CC(=O)NC(CO)C(=O)O,CC,0.729203462600708
CC(=O)NC(CO)C(=O)O,C=C,0.0
CC(=O)NC(CO)C(=O)O,C#C,0.0
CC(=O)NC(CO)C(=O)O,CO,0.7700494527816772
CC(=O)NC(CO)C(=O)O,CCO,0.7701664566993713
CC(=O)NC(CO)C(=O)O,c1ccccc1O,0.0
CC(=O)NC(CO)C(=O)O,COC,0.0
CC(=O)NC(CO)C(=O)O,C=O,0.7165929079055786
CC(=O)NC(CO)C(=O)O,CC=O,0.704980731010437
CC(=O)NC(CO)C(=O)O,CC(=O)C,0.0
CC(=O)NC(CO)C(=O)O,C(=O)O,0.7287814021110535
CC(=O)NC(CO)C(=O)O,CC(=O)O,0.73918616771698
CC(=O)NC(CO)C(=O)O,COC(=O)C,0.0
CC(=O)NC(CO)C(=O)O,CN,0.7232967615127563
CC(=O)NC(CO)C(=O)O,CCN,0.7314618229866028
CC(=O)NC(CO)C(=O)O,CC(=O)N,0.6709555387496948
CC(=O)NC(CO)C(=O)O,CC#N,0.0
CC(=O)NC(CO)C(=O)O,CCl,0.0
CC(=O)NC(CO)C(=O)O,CCBr,0.0
CC(=O)NC(CO)C(=O)O,c1ccccc1S(=O)(=O)O,0.0
CC(=O)NC(CO)C(=O)O,c1ccccc1[N+](=O)[O-],0.0
CC(=O)NC(CO)C(=O)O,c1ccccc1,0.0
CC(=O)NC(CO)C(=O)O,Cc1ccccc1,0.0
CC(=O)NC(CO)C(=O)O,C=CC1=CC=CC=C1,0.0
CC(=O)NC(CO)C(=O)O,Nc1ccccc1,0.0
CC(=O)NC(CO)C(=O)O,c1ccc2ccccc2c1,0.0
CC(=O)NC(CO)C(=O)O,Oc1ccc2ccccc2c1,0.0
CC(=O)NC(CO)C(=O)O,Nc1ccc2cccc(c2)c1,0.0
CC(=O)NC(CO)C(=O)O,n1ccccc1,0.0
CC(=O)NC(CO)C(=O)O,o1cccc1,0.0
CC(=O)NC(CO)C(=O)O,s1cccc1,0.0
CC(=O)NC(CO)C(=O)O,n1cccc1,0.0
CNC(CC(=O)O)C(=O)O,C,0.7512067556381226
CNC(CC(=O)O)C(=O)O,CC,0.6955350041389465
CNC(CC(=O)O)C(=O)O,C=C,0.0
CNC(CC(=O)O)C(=O)O,C#C,0.0
CNC(CC(=O)O)C(=O)O,CO,0.704521894454956
CNC(CC(=O)O)C(=O)O,CCO,0.699529767036438
CNC(CC(=O)O)C(=O)O,c1ccccc1O,0.0
CNC(CC(=O)O)C(=O)O,COC,0.0
CNC(CC(=O)O)C(=O)O,C=O,0.7079154253005981
CNC(CC(=O)O)C(=O)O,CC=O,0.7017921805381775
CNC(CC(=O)O)C(=O)O,CC(=O)C,0.0
CNC(CC(=O)O)C(=O)O,C(=O)O,0.705786943435669
CNC(CC(=O)O)C(=O)O,CC(=O)O,0.7017266154289246
CNC(CC(=O)O)C(=O)O,COC(=O)C,0.0
CNC(CC(=O)O)C(=O)O,CN,0.842827558517456
CNC(CC(=O)O)C(=O)O,CCN,0.7541086673736572
CNC(CC(=O)O)C(=O)O,CC(=O)N,0.0
CNC(CC(=O)O)C(=O)O,CC#N,0.0
CNC(CC(=O)O)C(=O)O,CCl,0.0
CNC(CC(=O)O)C(=O)O,CCBr,0.0
CNC(CC(=O)O)C(=O)O,c1ccccc1S(=O)(=O)O,0.0
CNC(CC(=O)O)C(=O)O,c1ccccc1[N+](=O)[O-],0.0
CNC(CC(=O)O)C(=O)O,c1ccccc1,0.0
CNC(CC(=O)O)C(=O)O,Cc1ccccc1,0.0
CNC(CC(=O)O)C(=O)O,C=CC1=CC=CC=C1,0.0
CNC(CC(=O)O)C(=O)O,Nc1ccccc1,0.0
CNC(CC(=O)O)C(=O)O,c1ccc2ccccc2c1,0.0
CNC(CC(=O)O)C(=O)O,Oc1ccc2ccccc2c1,0.0
CNC(CC(=O)O)C(=O)O,Nc1ccc2cccc(c2)c1,0.0
CNC(CC(=O)O)C(=O)O,n1ccccc1,0.0
CNC(CC(=O)O)C(=O)O,o1cccc1,0.0
CNC(CC(=O)O)C(=O)O,s1cccc1,0.0
CNC(CC(=O)O)C(=O)O,n1cccc1,0.0
CC(=O)OCC(C(=O)O)N,C,0.7270691990852356
CC(=O)OCC(C(=O)O)N,CC,0.7422613501548767
CC(=O)OCC(C(=O)O)N,C=C,0.0
CC(=O)OCC(C(=O)O)N,C#C,0.0
CC(=O)OCC(C(=O)O)N,CO,0.7396965026855469
CC(=O)OCC(C(=O)O)N,CCO,0.7395059466362
CC(=O)OCC(C(=O)O)N,c1ccccc1O,0.0
CC(=O)OCC(C(=O)O)N,COC,0.7311155200004578
CC(=O)OCC(C(=O)O)N,C=O,0.7222816944122314
CC(=O)OCC(C(=O)O)N,CC=O,0.7147132158279419
CC(=O)OCC(C(=O)O)N,CC(=O)C,0.0
CC(=O)OCC(C(=O)O)N,C(=O)O,0.7228225469589233
CC(=O)OCC(C(=O)O)N,CC(=O)O,0.7170109748840332
CC(=O)OCC(C(=O)O)N,COC(=O)C,0.6962481737136841
CC(=O)OCC(C(=O)O)N,CN,0.7459173202514648
CC(=O)OCC(C(=O)O)N,CCN,0.7628158330917358
CC(=O)OCC(C(=O)O)N,CC(=O)N,0.0
CC(=O)OCC(C(=O)O)N,CC#N,0.0
CC(=O)OCC(C(=O)O)N,CCl,0.0
CC(=O)OCC(C(=O)O)N,CCBr,0.0
CC(=O)OCC(C(=O)O)N,c1ccccc1S(=O)(=O)O,0.0
CC(=O)OCC(C(=O)O)N,c1ccccc1[N+](=O)[O-],0.0
CC(=O)OCC(C(=O)O)N,c1ccccc1,0.0
CC(=O)OCC(C(=O)O)N,Cc1ccccc1,0.0
CC(=O)OCC(C(=O)O)N,C=CC1=CC=CC=C1,0.0
CC(=O)OCC(C(=O)O)N,Nc1ccccc1,0.0
CC(=O)OCC(C(=O)O)N,c1ccc2ccccc2c1,0.0
CC(=O)OCC(C(=O)O)N,Oc1ccc2ccccc2c1,0.0
CC(=O)OCC(C(=O)O)N,Nc1ccc2cccc(c2)c1,0.0
CC(=O)OCC(C(=O)O)N,n1ccccc1,0.0
CC(=O)OCC(C(=O)O)N,o1cccc1,0.0
CC(=O)OCC(C(=O)O)N,s1cccc1,0.0
CC(=O)OCC(C(=O)O)N,n1cccc1,0.0
CC1C2=CC=CC=C2NC1=O,C,0.19733698666095734
CC1C2=CC=CC=C2NC1=O,CC,0.15572990477085114
CC1C2=CC=CC=C2NC1=O,C=C,0.0
CC1C2=CC=CC=C2NC1=O,C#C,0.0
CC1C2=CC=CC=C2NC1=O,CO,0.0
CC1C2=CC=CC=C2NC1=O,CCO,0.0
CC1C2=CC=CC=C2NC1=O,c1ccccc1O,0.0
CC1C2=CC=CC=C2NC1=O,COC,0.0
CC1C2=CC=CC=C2NC1=O,C=O,0.7217050790786743
CC1C2=CC=CC=C2NC1=O,CC=O,0.4964626729488373
CC1C2=CC=CC=C2NC1=O,CC(=O)C,0.0
CC1C2=CC=CC=C2NC1=O,C(=O)O,0.0
CC1C2=CC=CC=C2NC1=O,CC(=O)O,0.0
CC1C2=CC=CC=C2NC1=O,COC(=O)C,0.0
CC1C2=CC=CC=C2NC1=O,CN,0.6027508974075317
CC1C2=CC=CC=C2NC1=O,CCN,0.45931220054626465
CC1C2=CC=CC=C2NC1=O,CC(=O)N,0.5277639627456665
CC1C2=CC=CC=C2NC1=O,CC#N,0.0
CC1C2=CC=CC=C2NC1=O,CCl,0.0
CC1C2=CC=CC=C2NC1=O,CCBr,0.0
CC1C2=CC=CC=C2NC1=O,c1ccccc1S(=O)(=O)O,0.0
CC1C2=CC=CC=C2NC1=O,c1ccccc1[N+](=O)[O-],0.0
CC1C2=CC=CC=C2NC1=O,c1ccccc1,0.1623716503381729
CC1C2=CC=CC=C2NC1=O,Cc1ccccc1,0.1457439661026001
CC1C2=CC=CC=C2NC1=O,C=CC1=CC=CC=C1,0.0
CC1C2=CC=CC=C2NC1=O,Nc1ccccc1,0.22798539698123932
CC1C2=CC=CC=C2NC1=O,c1ccc2ccccc2c1,0.0
CC1C2=CC=CC=C2NC1=O,Oc1ccc2ccccc2c1,0.0
CC1C2=CC=CC=C2NC1=O,Nc1ccc2cccc(c2)c1,0.0
CC1C2=CC=CC=C2NC1=O,n1ccccc1,0.0
CC1C2=CC=CC=C2NC1=O,o1cccc1,0.0
CC1C2=CC=CC=C2NC1=O,s1cccc1,0.0
CC1C2=CC=CC=C2NC1=O,n1cccc1,0.0
C(C(CC(=O)O)O)C(=O)O,C,0.5977073311805725
C(C(CC(=O)O)O)C(=O)O,CC,0.5715112686157227
C(C(CC(=O)O)O)C(=O)O,C=C,0.0
C(C(CC(=O)O)O)C(=O)O,C#C,0.0
C(C(CC(=O)O)O)C(=O)O,CO,0.6742572784423828
C(C(CC(=O)O)O)C(=O)O,CCO,0.6196861267089844
C(C(CC(=O)O)O)C(=O)O,c1ccccc1O,0.0
C(C(CC(=O)O)O)C(=O)O,COC,0.0
C(C(CC(=O)O)O)C(=O)O,C=O,0.700384259223938
C(C(CC(=O)O)O)C(=O)O,CC=O,0.644092321395874
C(C(CC(=O)O)O)C(=O)O,CC(=O)C,0.0
C(C(CC(=O)O)O)C(=O)O,C(=O)O,0.6962400674819946
C(C(CC(=O)O)O)C(=O)O,CC(=O)O,0.6550571322441101
C(C(CC(=O)O)O)C(=O)O,COC(=O)C,0.0
C(C(CC(=O)O)O)C(=O)O,CN,0.0
C(C(CC(=O)O)O)C(=O)O,CCN,0.0
C(C(CC(=O)O)O)C(=O)O,CC(=O)N,0.0
C(C(CC(=O)O)O)C(=O)O,CC#N,0.0
C(C(CC(=O)O)O)C(=O)O,CCl,0.0
C(C(CC(=O)O)O)C(=O)O,CCBr,0.0
C(C(CC(=O)O)O)C(=O)O,c1ccccc1S(=O)(=O)O,0.0
C(C(CC(=O)O)O)C(=O)O,c1ccccc1[N+](=O)[O-],0.0
C(C(CC(=O)O)O)C(=O)O,c1ccccc1,0.0
C(C(CC(=O)O)O)C(=O)O,Cc1ccccc1,0.0
C(C(CC(=O)O)O)C(=O)O,C=CC1=CC=CC=C1,0.0
C(C(CC(=O)O)O)C(=O)O,Nc1ccccc1,0.0
C(C(CC(=O)O)O)C(=O)O,c1ccc2ccccc2c1,0.0
C(C(CC(=O)O)O)C(=O)O,Oc1ccc2ccccc2c1,0.0
C(C(CC(=O)O)O)C(=O)O,Nc1ccc2cccc(c2)c1,0.0
C(C(CC(=O)O)O)C(=O)O,n1ccccc1,0.0
C(C(CC(=O)O)O)C(=O)O,o1cccc1,0.0
C(C(CC(=O)O)O)C(=O)O,s1cccc1,0.0
C(C(CC(=O)O)O)C(=O)O,n1cccc1,0.0
CC(CC(=O)O)(C(=O)O)O,C,0.5630441904067993
CC(CC(=O)O)(C(=O)O)O,CC,0.5385160446166992
CC(CC(=O)O)(C(=O)O)O,C=C,0.0
CC(CC(=O)O)(C(=O)O)O,C#C,0.0
CC(CC(=O)O)(C(=O)O)O,CO,0.6588115096092224
CC(CC(=O)O)(C(=O)O)O,CCO,0.5996747612953186
CC(CC(=O)O)(C(=O)O)O,c1ccccc1O,0.0
CC(CC(=O)O)(C(=O)O)O,COC,0.0
CC(CC(=O)O)(C(=O)O)O,C=O,0.6972246170043945
